ATF3.logFC	ATF3.PValue	ATF3.FDR	ATF4.logFC	ATF4.PValue	ATF4.FDR	CEBPG.logFC	CEBPG.PValue	CEBPG.FDR	CHOP.logFC	CHOP.PValue	CHOP.FDR
Pik3cg	-0.420363665767366	0.281305487801197	0.617747819356702	-1.23891942596144	0.0220781310634887	0.152507581078933	0.645496405324389	0.02771074751303	0.0980860655087587	-0.722968803198723	0.134927284241913	0.431504873861364
Psat1	-0.257447529648317	0.5275342110404	0.803423139365055	0.151153652398145	0.766602856121885	0.919988997231392	-0.336207838179372	0.232585234862424	0.42761788889643	0.374665313214296	0.436415524120409	0.741246907433801
Chrm1	2.79637656375498	4.62517715323239e-05	0.00245622761864205	1.66530352629777	0.00746148707399389	0.0842602437694311	2.1936908742972	1.08720652776888e-05	0.00023444176071687	3.15839491135396	4.09814436497921e-05	0.00250415855029952
Rpl36al	-0.113710178929294	0.667290793994944	0.87693456634749	0.25490205631076	0.454002766066313	0.735282329629974	0.616964822065382	0.0029765879687588	0.018556199149025	-0.206396295229647	0.513988889071843	0.794313053599542
Psen2	0.29241357644786	0.49262079381787	0.781212610060798	-0.367679327069167	0.472840034024357	0.748746870501908	0.370790607447062	0.223282013395685	0.416346194538591	0.314050504366149	0.542257640332326	0.812246465459248
Fdft1	-0.115260055609344	0.546777751837252	0.816347988065153	-0.128848240871829	0.600865330890526	0.832618632510068	-0.14385212506057	0.292437820076354	0.49492148884656	0.424351705104517	0.0756374785330571	0.320783949135733
Gemin8	-0.256925203626282	0.745832830316951	0.911279850711952	-1.96849493497341	0.0864071362533362	0.324918886168498	-0.837000783545482	0.149336565055344	0.320891588646191	-0.763220242043621	0.412856033222195	0.724578394006588
Ndp	-0.63988319278519	0.177334136527886	0.493396312174887	1.34811241022406	0.0327744799134282	0.190174281140014	-0.460671643785292	0.155308208725762	0.329540931779444	-0.0389492859737498	0.944272910751279	0.985018523894908
Gatad2b	0.556015380803088	0.439851280483505	0.746265442474701	-0.98613858612899	0.308336249721505	0.61358662518768	0.728691240424822	0.151135606093063	0.323416201250329	0.217455170574616	0.804719810341584	0.939399268531469
Pmm2	-0.668204948405162	0.0329642397099897	0.199112857308663	0.320200360182307	0.394114001221749	0.690139743033636	-0.220964550078971	0.293050480910781	0.49546798730219	-0.640531201696321	0.0853892801116306	0.342289757974979
Rab31	-0.67131943463141	0.184030570507162	0.501831816939782	1.00201855366256	0.120543402848411	0.386951790634095	0.0704469368641179	0.836681924898481	0.921992478060335	-0.631854892310011	0.306147888596335	0.639366010624979
1700008O03Rik	-0.768229955835967	0.521866733271723	0.799419612912878	0.0284050530939149	0.984572977875988	1	0.455928545021424	0.576808513037825	0.750127429686426	-1.06065372794548	0.449614155462454	0.751662270379773
Bend5	-0.298886691241932	0.641910809492148	0.864936922046112	-0.0335871132509445	0.964926384101315	1	0.0131796265241305	0.976219853370071	0.995014573083878	-0.011961768668395	0.987910514586642	1
Cplx4	-2.14913231390096	0.000262730871424957	0.00765365911646809	-3.78482243322928	8.05857737216646e-06	0.0026562547722418	-2.88771355041033	1.09485681195282e-07	6.26155568039908e-06	-2.27672805559496	0.000765074195142996	0.0177513822753667
Pmepa1	0.0902120424374251	0.707589102330031	0.895776792322853	0.385947851210042	0.203627621564682	0.505081567849734	0.209505119551328	0.216096408509165	0.40788770405468	0.403396266058845	0.175134285651535	0.4954841380069
Ppp1r27	-10.4573977797132	0.00871287007134104	0.0846534535340521	-7.49875205695672	0.285795174725409	0.593382405027258	-4.34712529263937	0.0337058364156833	0.112836688079128	-14.3461158840244	0.00421045340193925	0.0552048103003998
Vars	-0.0171641276143112	0.932530899514304	0.981267457643313	-0.463297967614091	0.0872214683450016	0.32630215282942	0.298424539016675	0.0449220740564264	0.138921251741075	0.129680987409193	0.595300952500515	0.842895279271244
Ppan	-0.40088131352593	0.261648091743732	0.595625553282388	-0.784608961435763	0.0754851651945087	0.303217365474771	-0.489705418910062	0.0499399108781324	0.149977603796288	-0.440723159166288	0.290463025218732	0.625453402464931
Spaca6	-0.173709441671009	0.872663069841649	0.960699059698204	2.30431116121766	0.0784075207184492	0.309384720341515	-1.43482313457657	0.0715784674305011	0.192935810967348	0.0568135309082	0.966750514879572	0.994013216549858
Ogfr	0.0949677448554374	0.724863552081037	0.903574963922667	0.202593825340313	0.530984151328813	0.78886437773438	0.0701964185015828	0.707627504674723	0.841563401883867	0.188208518082421	0.560946382511308	0.824021298918755
Nupr1	-0.706551268717641	0.0800855186638859	0.325705503158581	0.605472659771122	0.212282440681387	0.51594371477186	0.0100769022785977	0.968791438414011	0.991402369651681	-0.925212716503599	0.0606177684946546	0.283725803880285
Fndc3b	0.151470401765417	0.81228737188163	0.938648064547633	-0.189884445207929	0.816181831980066	0.942256908375583	-0.130612714612937	0.762162841115538	0.875225611649701	0.478386602009984	0.525912183761396	0.801556977531038
Abcc10	-0.401588929230718	0.534010589817272	0.808390676865736	0.0577198644168478	0.94038303405397	0.992154992915915	-0.979086196351091	0.0396621180201505	0.127079298884125	-0.134297608756593	0.859644200510404	0.959904240089198
Nkain1	2.847245126801	0.0467664095326389	0.242335031214583	0.977929128022885	0.543003105592141	0.797505205327288	2.14262260687322	0.0307311931150577	0.105389994088101	3.79184356492512	0.020735316797623	0.150946750634037
Sema3f	-1.39230547272806	0.00382152725359962	0.0483701821143993	-0.910059478754658	0.0909718165197899	0.332610233587429	-3.35417103940125	1.22317149945946e-09	2.37105813226545e-07	-1.56742678605054	0.00523464394201771	0.064028906586912
Ccdc146	-0.48071623295667	0.873638096218565	0.960832119009696	-1.24893356586367	0.71184123350783	0.891039096185045	3.19981056032769	0.121154897036489	0.278124411239625	-3.16995113880354	0.424158556290106	0.733675026558852
Cdc25a	-0.645529144778291	0.25377508962232	0.5864692779292	1.13240008640111	0.0987369114009577	0.347140247548555	-0.0727825601054592	0.850773648982011	0.930669741401765	-0.350559402965334	0.592235694806677	0.841240806705776
Nr3c1	-0.561979998802767	0.0499003502493738	0.251647718494878	-0.614567581322244	0.10381563162177	0.357840616958731	-0.0964972530780481	0.612996955931614	0.777903372647911	-0.48398837827237	0.150563493892931	0.457387767910663
Sertad1	-0.744416555780676	0.0906352429289897	0.348675512730197	0.095385918860426	0.853366480141427	0.958712752803259	-0.326447588876126	0.276212871019819	0.476709739043087	-0.427632122455649	0.401245038058707	0.715910908890223
Ggnbp1	-1.36464304742931	0.228450521473442	0.557436015778555	0.301805648438777	0.839584536956543	0.952743750876427	-1.21383248271042	0.140194513846807	0.306995285795927	-1.56222108593837	0.26046948650963	0.595896705676014
Srsf7	-0.13062304515783	0.481172794303707	0.774438596497849	-0.576330752415269	0.0199440691901353	0.143960989088777	0.0469141497721664	0.713282225111108	0.845190172299831	-0.0494317982526186	0.820832014849876	0.945472059058396
Nfat5	0.155649021830917	0.756594393095579	0.917133571294737	0.382810071031946	0.535355288273685	0.791791883407113	-0.0354408848804292	0.916174548350636	0.966357314137422	0.0625326253369815	0.916280097004697	0.976232352179064
Rnf149	-0.836917011595639	0.0096011991871815	0.0906236150438359	-0.292905324511553	0.436467075069421	0.721878686176814	0.016374263203408	0.935584370528366	0.976013054287474	-1.22855390361957	0.00261467846787568	0.0400636216851919
Rpl32	0.350561562294094	0.232899754927302	0.562185746938274	0.386065697585816	0.307417557203972	0.613114092394206	1.2930007612882	3.05209016342449e-06	8.45879121467727e-05	-0.184805672589497	0.587432071668974	0.839331265688274
Mir568	-1.48234500839033	0.474570044222919	0.770834442143012	-4.55067240130818	0.215256801914909	0.518930843877872	-1.46209365414073	0.320419852274353	0.525223751453746	-3.05122749181453	0.240034093589607	0.573185728303627
Dnttip2	-1.42294593934113	4.16889078907661e-05	0.00229961395139387	-2.10256258828127	8.54350950136251e-06	0.0026562547722418	-0.835518390107165	0.000264799891823826	0.00277625882905422	-1.18205414862706	0.00152545652256916	0.0282920895183651
Zcchc14	0.528015566938194	0.220405180382474	0.547252589594934	0.160336905193693	0.755145859770059	0.913623311455387	-0.177806369838833	0.52823362090225	0.710669116469356	1.14668961824432	0.0308440431846696	0.193057517737134
Glt8d1	-0.222959323819047	0.469920729194907	0.767345728536374	-0.492521298239609	0.208609180119346	0.511739089110091	-0.375352171431212	0.0925279662056668	0.231049444196138	0.17237348179117	0.63965510504138	0.866365493596077
Zbtb10	-0.672132577787904	0.37316759935048	0.70130409373483	-0.826509737584294	0.448712789770752	0.731039320224835	0.0345092896174114	0.947845369197096	0.982431556144401	-0.582424761961423	0.529775100716609	0.803826870503851
Phc1	-0.193045552606379	0.657152208491119	0.873392881699195	-0.23502310982822	0.656417751188695	0.861823426070137	-0.727951766740428	0.0222443793494604	0.0837101423582245	-0.151891138315172	0.763770958502167	0.920445376660554
Rab39	-1.73660223889809	0.281843716843828	0.618522530547928	-2.67626367080559	0.184004840629539	0.481189884697267	0.114020280618867	0.916028906134453	0.966322905299146	-2.95832430652273	0.118323659437942	0.406363772746695
Asxl2	-0.340409594943202	0.324421245580467	0.66014121823762	-0.353903194551358	0.436270291320815	0.721878686176814	0.374608925684058	0.142333329560907	0.310327672509436	-0.341523516188344	0.412017576192737	0.724354711785568
Adat3	-0.897871252411061	0.182166189993061	0.500219487620495	-2.24513767659513	0.0226056340646131	0.1548703295292	-0.438484120087745	0.371065727250626	0.574540378122575	-1.3336421382859	0.113227932150395	0.396274588573833
Ninj1	-0.132939750741848	0.736010461378472	0.907699216855911	0.564868423251379	0.270449507313074	0.576859994393609	0.932914053281884	0.00247093953712396	0.0160170834286656	-0.668971970846308	0.17415824925478	0.493975986100148
Sec24a	0.146085372228473	0.769049527350611	0.921953653792446	-0.209074115607194	0.750841972750063	0.911009158449222	0.452595887601783	0.204095702003945	0.393953776302907	0.0373073747536887	0.950539896126157	0.986819107965301
Bmx	-5.55040464679235	0.318329849392828	0.654156813320637	10.7584265057378	0.0371997935132313	0.204802469116631	-2.30203995921987	0.401473776503051	0.602064021189201	-4.62012058006096	0.433806210847849	0.740401857021481
Neo1	0.348238785840234	0.447018271715871	0.750811555479952	1.78235872893296	0.00467148173328862	0.0649052506657148	-1.00467573229946	0.00387541803627662	0.0226840630000731	0.658412994213823	0.227397619844936	0.559378517232553
Thpo	1.63113492047157	0.270981055140496	0.605655327168773	-0.0935163834349491	0.954855253421106	0.995641461911481	0.0509393891931929	0.962161960051108	0.988832139400962	2.09266655169873	0.23061567781045	0.562718126981564
Iqgap2	1.04865670837996	0.0491972301360796	0.249625202293145	0.0561760218751423	0.929740281663752	0.989639515496431	2.17627999229135	9.93175203103439e-06	0.000218014068973926	0.527203713679029	0.391940751399665	0.710107489774391
Dcaf6	-0.227143564520682	0.769367460593453	0.922096026746107	-0.337269076700029	0.711226275378306	0.890519174054603	-0.0821755944397304	0.878230929258963	0.946024994134637	-0.00442188325284912	0.996042448349933	1
Kat2b	-0.738835022749472	0.0577977946876712	0.273262624184534	0.790046811356425	0.111249930061911	0.372164720643752	-0.655741896401353	0.0188092451047109	0.0742813143858099	-0.502074341070471	0.258918295011737	0.593858320220344
Cmtm6	-0.364903003663251	0.311669743111545	0.648882238429577	-0.155947246924785	0.726521788153187	0.898189023741005	-0.34173003796111	0.173521749823179	0.354430501432823	-0.589111682326572	0.185954573482229	0.510125199582575
Oma1	-0.601652008413269	0.222411289552573	0.549218188222714	-1.19109343423388	0.0630011037164701	0.275881913841649	-0.356880019205113	0.283555619651622	0.485316894809603	-0.888833662976188	0.129456999755045	0.42521237169566
Ilk	-0.0756644226252627	0.693493006255623	0.890783451683092	-0.442627295620287	0.0739593614625233	0.299685581670928	0.16301358584999	0.22796272325107	0.421822312796543	-0.0724899601389486	0.749671206862048	0.914820355194536
Sbf1	0.295216899412715	0.35185602476933	0.685590020915626	1.15395589101356	0.00647192847851143	0.0784797617401369	0.232226459549028	0.30206817338643	0.505912415759839	0.407090203149069	0.289316402401854	0.624559876450112
Tmem63a	-0.197664513711977	0.760430300793969	0.918886930498404	-0.273329963752189	0.729431327521462	0.899882044583411	-0.206127409771049	0.628598820697652	0.789757876950626	-0.735259439033191	0.348688331680381	0.676706726026535
Sdc4	-1.19241992680915	0.0509090089250013	0.254321955190629	-1.56416086404048	0.0520548116325664	0.249128821415305	-0.864382332262807	0.0422065802603883	0.132915749991278	-1.87657249541014	0.012148564468912	0.109587748819287
Ccdc137	-0.728254176821769	0.0456789859480921	0.239431041248168	-1.48218659338795	0.00247995824240246	0.0457962051242787	-0.470423874821999	0.0644575706582118	0.179661845991591	-0.847962994944222	0.0499419935156076	0.257308854810753
A430035B10Rik	-2.61412460234803	0.000171099497273789	0.00583992296084188	-4.80948868333154	4.16820076416901e-06	0.00235335448604918	-2.46044365704678	8.17466379991609e-06	0.000184903109760007	-2.83845555229674	0.000476108773192812	0.0128414195924244
Angptl4	1.11049434956927	0.532833026145863	0.807254788001877	-1.59379047064921	0.389962660666922	0.686751956478307	2.78435973600656	0.020894100885346	0.0804042589138988	1.80630533602442	0.383736192210166	0.705021171148852
2900052N01Rik	0.0900346002299309	0.90560030454331	0.972599087203778	0.133376401804471	0.892550115806453	0.974961591184849	-1.14182157392254	0.0463151654676372	0.142111848106333	-0.54048840018772	0.567697112764132	0.828365955138379
Greb1l	2.58485415131597	0.00442480351655018	0.0534728905533627	1.69031210441794	0.0765451018201293	0.305608508317584	1.91005278202796	0.00381007509103851	0.0224044993317602	2.70343156155206	0.00922826709882356	0.0924712077793821
Rims4	0.911790941083143	0.439969700386715	0.746265442474701	2.86309121285246	0.046538550622778	0.232828910371417	0.633138156841498	0.431334965815498	0.628483228994916	0.974799868843789	0.46095179968745	0.759737424063171
Rgag4	1.23956491727686	0.167504061882581	0.480657255284588	1.237920974562	0.201732953989111	0.50213006014757	1.13688064066361	0.067193494822288	0.184906463061012	1.79655617140108	0.0867893120935086	0.344054083724471
1700034I23Rik	3.01947549798331	0.251821399777893	0.585074176114399	-15.2275347376542	0.0101917835675865	0.100103101094617	-2.77959015622019	0.344023768508752	0.548974098684179	0.791045734469473	0.474017152939323	0.768154802396958
4921507L20Rik	0.122310285804233	0.951019035898298	0.987859708176807	1.29971165052333	0.603119616239081	0.833940764752024	-0.807291245678779	0.523159265339754	0.706198264769786	0.511104295991757	0.823280224695212	0.946744575809558
Lpcat3	-0.303601166419796	0.214457991930483	0.539378094133145	-0.300648833976924	0.334731247558038	0.639767253457308	0.159395504582835	0.3460419546759	0.550960654092913	-0.364067044850056	0.220220678178077	0.551680866810007
Eogt	0.270591403848195	0.685243115166737	0.886972738406644	-0.158665094813365	0.849626104868563	0.956773552403848	0.39965938630587	0.36889579368556	0.572892386887937	-0.000270053201193226	0.999695225835213	1
Rnf31	-0.341996436006981	0.32770360058842	0.663389251646428	-0.42826405860779	0.340052152397002	0.643796174002082	-0.306532983424318	0.20516332827802	0.39525607408226	-0.501444793821918	0.22947700380128	0.561346111914374
Gm17066	-0.534419726652221	0.35463705260418	0.687483686603727	0.0228597798813805	0.976005877480368	1	0.0725890331326657	0.86138999429324	0.936710264064509	-0.21029387924788	0.757609086012831	0.917633289299207
Vps13d	0.503866718528658	0.367679205082257	0.698125072940993	0.470462986256582	0.530021988692881	0.788369595850033	0.231509687890541	0.557156655252767	0.734400586203832	0.917758106012749	0.1686984681961	0.485565360402846
Heatr5a	-1.65984479980928	0.00824713219294701	0.0818016012177459	-3.34652083782108	0.000127886444297632	0.00849530766099863	-1.57088745055072	0.000678278291150444	0.00582256966800833	-1.79029287280152	0.014235422426954	0.120150900049809
Ppp2r5a	-0.870693841061952	0.00793120869308724	0.079858435446311	-1.06795979046251	0.00871000108727888	0.0917689578511822	0.286191964746674	0.17132031159731	0.351563341931358	-1.01059525866418	0.00970956192794539	0.0953120028518176
AW046200	-1.04307517102396	0.53573245297583	0.809206337416014	1.20486524379505	0.569962332196892	0.813009332713284	-2.17480306843898	0.111756236175463	0.26297394228711	-0.527728506769728	0.799816124954544	0.937189308652941
Vegfa	-0.138750177230186	0.419974075655701	0.734382011463911	0.278893862342525	0.194883274550308	0.493146851738491	-0.390447182269119	0.00334258814383594	0.0202904711606655	0.096514314736312	0.637218971882484	0.865209180497894
Mad2l1	-0.807543503944255	0.0938767864564816	0.355963389167224	-0.251952186978764	0.65118587055694	0.858541124635596	-0.368714556062559	0.256368220488847	0.454525305376806	-0.443968612069327	0.417730437481291	0.728287508270845
2610037D02Rik	4.91604389830209	0.111611012076444	0.390047408338012	-0.843003231669331	0.905286135101232	0.979849048762016	-2.11019864749438	0.298668369738221	0.502333935529024	8.64187867115997	0.0433030697406776	0.236349343302134
Sipa1	-0.163218775681105	0.562367727461593	0.82523711830372	0.542875561595213	0.133139142028493	0.405608289450779	0.990574266289132	5.18827147693936e-05	0.000777558652547441	-0.284823725948973	0.402185232475208	0.716381831976913
Mknk1	-0.505893124071624	0.0790997802228945	0.323969842063473	0.0733920466679286	0.829549401595242	0.947771414931425	-0.0228671718118843	0.905614743628974	0.960551551671967	-0.502724101445555	0.141882584503636	0.443140126942862
Tbc1d9	-0.273858509787722	0.575178241378377	0.832626075291284	0.405769117127087	0.518626246880911	0.781619598674474	0.0373962547850767	0.909332124804837	0.962226443945712	0.0157111676771396	0.978895852888929	0.997180220703769
Helb	-1.87936956634525	0.128979677295273	0.420669106910492	-3.45507400437774	0.0430908690467745	0.223356732555273	-1.05764394945836	0.18548834267588	0.369938262159733	-1.61365187579706	0.238790514244596	0.571517467905882
Fsbp	-3.28878643289249	0.0516287991354216	0.256395649516787	-2.31251430780313	0.319894069738306	0.624094534229895	-3.04544137050655	0.0224853978000344	0.0843639152069136	-3.33720807689088	0.124804831784958	0.417644349025984
Jade2	-0.538095627134027	0.501490283391795	0.787644803336148	-0.387703569570363	0.699361795982291	0.885661461252846	0.306948388227345	0.588722938826362	0.759613842445544	-0.00867032616166026	0.99276133829627	1
Cacna1d	1.4784949213712	0.0026452719100386	0.0374454881305133	1.32884990232107	0.0192819497130991	0.140909383301897	0.869059483308436	0.00845255279270301	0.0406807353659503	1.83171148317623	0.00168282819367832	0.0300208013277471
Birc6	-0.0559498584814758	0.89903326974175	0.970486011778545	0.0348500779265014	0.954049564520172	0.995525076155649	0.280134488564857	0.36650671877047	0.570581290147036	-0.193847152320687	0.717538530113295	0.901007980219352
Lrrc42	0.211155002398815	0.568431002317481	0.828588367541465	0.556653219972617	0.246484186007523	0.553569684886872	-0.340419912085708	0.199527603798109	0.388071203929443	0.0637222499114706	0.88569029320795	0.968502461972065
Klhl28	-0.84295740077181	0.106088993609033	0.379682250044885	-0.00294292795462933	0.996354516821583	1	-0.378618023381093	0.303429218024979	0.507595346138441	-1.36252860399375	0.032758109357065	0.200307867256479
Islr2	-7.10952265376956	0.0265841432259705	0.1753292803638	-4.41119283602124	0.193968396917278	0.492042662406981	-2.22085098869993	0.229951305003163	0.424553512866727	-6.96484800776009	0.0441055100845244	0.23912791263194
Htr2c	1.6254871097107	0.580844914567128	0.835916959663768	-1.53747461438892	0.620473791070683	0.842248786750333	1.77525042278533	0.488231014045168	0.678760190257916	2.43374277032336	0.450688363355738	0.752859570584913
Stt3b	-0.733164321606299	0.0208085500123233	0.149821560088728	-0.452636096714012	0.225648081829678	0.530052131043351	-0.688555703193685	0.00277594970826551	0.0176460888514542	-0.964677092668138	0.0129607429895272	0.11368174749368
Nfib	0.279011527995372	0.306396727162718	0.643478673636932	1.17009943041218	0.00228362472732139	0.0430708460024183	-0.720833609359355	0.00095968425495012	0.00765828804277506	0.45495260595363	0.169441641430087	0.486836894081217
Satb1	0.815358638940405	0.0413149559981247	0.22789862824772	-0.0517329304595083	0.910307237196533	0.981974120367191	1.45929247375383	2.88361238437497e-05	0.000491133184988168	0.976214165473649	0.0426485455253891	0.234122031616101
Syvn1	-0.114745643299948	0.608782717344191	0.848011116535164	-0.64791927177352	0.0303726419888866	0.183055330396986	-0.209020478474064	0.191675224062997	0.377609024363738	0.153420409533416	0.568317445058109	0.82891159907527
1700015E13Rik	0.481532972668533	0.86748499060852	0.95913573900205	0.604742681929602	0.88343358737618	0.971430810918591	0.108117458639128	0.948980910694696	0.982733899855764	1.48715447432109	0.648712261669243	0.870104239008286
Ccdc107	-0.339342817717461	0.141581804352081	0.443009854422798	-0.588619634088035	0.0515412297143061	0.247540248168373	-0.520759339142664	0.0032653953552907	0.019942235919811	-0.420895249946638	0.124796951813699	0.417644349025984
Iah1	-0.16086842522547	0.734488536406127	0.907110798615486	-0.0441790058115805	0.940474015966611	0.992154992915915	0.778185258000584	0.0284483262995038	0.0997499373160284	-0.234594188080227	0.672108109154816	0.880249989205365
Magi3	0.40951027688563	0.194000323576838	0.514324113394021	1.08807442290613	0.0112242897181753	0.105633106318545	-0.0672487795574737	0.753237770946705	0.870001072825981	0.580297897075464	0.123722399254507	0.416385165765022
2310015A10Rik	-0.748885509872132	0.195174551316717	0.515576562586592	0.674716960773076	0.347525683607521	0.650367098962072	-0.922974995235916	0.029464007694556	0.102094130005452	-0.423349392453415	0.525858549868746	0.801556977531038
Aqp5	-0.894504223892674	0.536730310981017	0.809867676276168	1.82608651149738	0.246001228277237	0.553129188755816	-2.16819192289902	0.0536513438137578	0.158315440761908	-1.4885783602963	0.400255115893652	0.71526994933954
Laptm4a	-0.183428206586185	0.397229510709861	0.718796860574469	0.302294286508982	0.262198525189869	0.568407694750819	-0.234611445567986	0.122915413101102	0.280883811844026	-0.10953231906587	0.670961037152826	0.879801181501842
Ugt3a2	-5.33785415809195	0.056263547563399	0.269465352747216	-4.10972149573052	1	1	-2.70958896075759	0.999894452532478	1	-11.641290089865	0.0177841084995752	0.137612044727139
Ppcdc	-0.693350537020275	0.00803945264913579	0.0803945264913579	-0.914321269475791	0.0070004506101372	0.0814892480826045	0.160440464390297	0.34465443266794	0.549354768654976	-0.692748572516612	0.0240454310801928	0.165596806875271
Rps27	0.682967030205902	0.4075849344216	0.726148720107166	1.0241739100286	0.330262837882875	0.63519227621158	1.08012027227778	0.0701257274936816	0.190016906205144	0.785937600346374	0.4291988540409	0.737099568554724
Trpm6	4.13850382973644	0.408315227591318	0.726239662319016	-13.0160201420528	0.0154523513455193	0.125646794107646	7.62834513497154	0.0317846725323369	0.108012301332067	0.627871246804607	0.962197550765257	0.992090735976221
Macrod2	-0.295207871926842	0.325478652405571	0.660695172791427	-0.282638156849649	0.445440552635478	0.728554132000638	-0.649163410070422	0.00525349141140685	0.0284244701587359	-0.188119478031999	0.596920575592851	0.844190989809645
Ppp1r13l	-1.5270663564017	0.183639855574112	0.501525774944434	-0.786289150992495	0.521622262740746	0.783189102894613	-2.15872385685031	0.00926807697364498	0.0435635283807942	-1.82452084614839	0.188189901959707	0.513436265743257
Cgn	1.42723275508532	0.00473453429818537	0.0556317889652938	0.988358606587179	0.120265442446695	0.386404840181638	0.983126218114067	0.00609413790364582	0.031868427569524	1.97616902133108	0.00155135002961399	0.0285862990370681
1700034H15Rik	-1.38210789020872	0.348697211954639	0.681957151309617	-1.25962601596017	0.426734276596915	0.714706770794049	-1.90664037266462	0.0673692661600214	0.185157405679647	-1.08483312081301	0.553220339423361	0.818969598544126
0610040J01Rik	-0.0770849618808682	0.918807976805549	0.976951696158221	-0.0807335054659608	0.931442425094624	0.989979209700254	-0.218347459247456	0.658936291018993	0.811409813175658	-0.678592838898853	0.43878068184735	0.743474995995807
Mvb12a	0.159260284529964	0.542431780082135	0.813517076067235	-0.120539724111897	0.706920308426964	0.888652302734771	0.147205407000931	0.421048444450425	0.619775191538458	-0.118017554169383	0.703637565891961	0.895350145873124
Gabrq	-12.9514498400626	0.0101594665020472	0.0940589481239891	-4.61019505179507	0.273948720585952	0.580630034955353	-2.85823480568591	0.117941132496455	0.272825334915852	-19.4961521739004	0.0061789582901173	0.0712475972764706
Plekhh1	-0.222660699449302	0.656484328130095	0.872804065390765	-0.994621994796873	0.122397877642105	0.389713955841433	-0.662127418943439	0.0599375162077984	0.170775010220393	-0.165195699553567	0.775697647642326	0.92560905272209
Chrna5	0.139469925290873	0.95424386028442	0.988280490046489	-2.82798570146243	0.354766028944115	0.656269278086311	-2.17037749481629	0.235881356155454	0.430937092976311	0.710544347014261	0.782382027487511	0.928876270360322
Bid	-0.152336744295266	0.739171947724527	0.909417329194478	-0.645837109073829	0.256154006962167	0.56282198665323	0.538467211147172	0.0918356585447083	0.229925294453076	0.0978089154998315	0.858992895399466	0.959600654530399
Prkx	-0.474843349016292	0.258855888478862	0.593276463341179	-0.074666584295818	0.888782127530462	0.973430755189323	0.445126120200578	0.141020099969761	0.308289914278051	-0.635471828666726	0.220626554659532	0.552212248928277
Slx1b	-0.44778194257672	0.368372448802557	0.698820598460586	-0.31233739894475	0.614430338584955	0.838796007488643	-0.867715435593013	0.0217493725027816	0.0823547984494168	-0.264445073637006	0.64719383157684	0.869523030605869
Prkag2os1	0.727227801856841	0.73753834310115	0.9088234034775	1.68751886665646	0.50984230878084	0.775454568130981	-0.503178022052518	0.719164186211034	0.848933192545998	0.757601841829261	0.758981218442167	0.91844730276421
Mapkapk2	-0.722812586520035	0.00503728954884648	0.058358842334197	-0.37413445811007	0.220744127093646	0.52412171248283	0.0678170407952703	0.673669883307504	0.82020327551145	-1.02550696807719	0.00156890878300287	0.0287574799747729
Cpne9	-0.0452132052537351	0.947940701399094	0.986895907504729	2.00793068576557	0.0304836451603661	0.183260134174142	-1.45708040252833	0.00894174330525719	0.0424143718501797	-0.0311574874450706	0.970735920691818	0.994773084203705
Ipo8	0.0029961273836989	0.994059778180588	1	0.722321800072009	0.178952617504807	0.473551494789879	-0.551437836549268	0.0599510167457907	0.170775010220393	0.0939883045669092	0.849985584261024	0.956556404475
Ifnar2	-0.262301568491121	0.458195889374516	0.759173696333461	-0.110372583376878	0.805254545571286	0.936981619488548	0.498133773934178	0.0512234932046508	0.152892604957153	-0.685979010646371	0.127312896823073	0.422154047191508
Shc1	-0.395909073906543	0.251538037946419	0.584956593092595	-0.47670947051846	0.302078470159511	0.607710804673839	0.642511145332153	0.0142108353902588	0.0602990782068055	-1.01052776524117	0.022994088763401	0.16089174349771
E2f4	-0.400761502870556	0.153905498763983	0.461230989986699	-0.502855561183836	0.158791830477223	0.446822494842934	0.457956940841018	0.0283579902441541	0.0995529042869214	-0.456307135816614	0.180162414560305	0.501758870319345
Nop58	-0.519619479705092	0.0696026913697952	0.302697360738428	-0.251955627979737	0.477218914325301	0.752391981833177	-0.140794085390429	0.454070259408732	0.647643793134483	-0.584482958385282	0.0871183265125412	0.344763569397004
Akt3	-0.166890158962491	0.753054463823574	0.915551463304879	0.540274447329645	0.4370854825418	0.722141232025583	0.192659162234093	0.60900133756042	0.774614911654506	0.142885495823715	0.817979896219703	0.944014053138754
Hexdc	-0.207554112716098	0.650177764083682	0.869616052871873	-1.29164717277773	0.0263299326295831	0.17003090935267	-0.965442839205932	0.00545412840898485	0.0292735705566983	0.119400185559821	0.820166536397007	0.94544023301584
Dnmbp	-0.595454850180384	0.159441534045474	0.469132813996044	-1.59648038441976	0.00538090334853882	0.0708301676770501	-1.04756278609005	0.00180831188365329	0.0126626262123142	-0.605467622519396	0.220011963400345	0.551558572681896
Trim17	-0.995458029568062	0.251650997065979	0.584956593092595	0.552996119243154	0.61660149619655	0.840016378661648	-1.6459053408234	0.00875586269530125	0.0417760189982286	-1.11145504030156	0.290561510478445	0.625453402464931
Adamts15	3.1328126332245	0.0207053516380155	0.149393043464162	0.123198990776796	0.930340129156929	0.989951884680566	3.09006328865854	0.00236238089181026	0.0155014248848639	2.99623463499629	0.0545754707762263	0.268546144156732
Ivns1abp	-0.316937080659659	0.156897740860784	0.46517129175351	-0.715047479803381	0.0164558315301244	0.129246328600737	0.179527187607534	0.243717884214001	0.439844639670505	-0.232655749007033	0.378076883003798	0.70059760504605
